일시,대여소,대여건수,반납건수
2023-05-19,2505. 우성아파트사거리 (기업은행앞),1,0
2023-05-19,2405. 청담공원앞 교차로,2,0
2023-05-19,1295. 잠실역 8번출구,0,1
2023-05-19,1297. 석촌호수교차로(동호 팔각정 앞),2,2
2023-05-19,454. 종로2가 버스정류장 (종각방향),2,0
2023-05-19,456. 숭인2동 주민센터 입구,3,1
2023-05-19,458. 광화문역 5번출구,1,5
2023-05-19,287. 영등포전화국사거리 (서강어린이공원),0,2
2023-05-19,3533. 건대입구역 사거리(롯데백화점),2,0
2023-05-19,3541. 커먼그라운드,1,0
2023-05-19,437. 대흥역 1번출구,0,2
2023-05-19,354. 포르투갈 대사관 앞,1,2
2023-05-19,1197. 엠펠리체 호텔 건너편,1,1
2023-05-19,2622. 올림픽공원역 3번출구,2,2
2023-05-19,361. 동묘앞역 1번출구 뒤,1,1
2023-05-19,3543. 세종대학교(학술정보원),6,1
2023-05-19,469.회현역 1번출구,1,0
2023-05-19,471.회현사거리 남측,1,0
2023-05-19,474.동대문역사문화공원역 1번출구 뒤편,3,5
2023-05-19,476.광희문,0,1
2023-05-19,113. 홍대입구역 2번출구 앞,2,3
2023-05-19,3407.안국동사거리(신),1,0
2023-05-19,3410.종로3가역 8번출구,1,1
2023-05-19,3412.세운상가,1,0
2023-05-19,3416.동묘앞역 6번출구,1,2
2023-05-19,369. 광화문 시민열린마당,0,1
2023-05-19,2421. 신논현역 4번출구,1,0
2023-05-19,374. 청구역 2번출구 앞,0,1
2023-05-19,2525.반포쇼핑타운 2동 앞,5,8
2023-05-19,379. 서울역9번출구,0,2
2023-05-19,296.KT플라자 영등포점,2,0
2023-05-19,114. 홍대입구역 8번출구 앞,0,2
2023-05-19,147. 마포역 4번출구 뒤,2,4
2023-05-19,497.합정동주민센터 앞,3,1
2023-05-19,498.연남동주민센터 앞,3,0
2023-05-19,3010.홍대입구역 3번출구,3,0
2023-05-19,848. 삼각지12번 출구,0,1
2023-05-19,853.용산역 맞은편,3,0
2023-05-19,860.LG한강 자이아파트 앞,1,1
2023-05-19,863.이촌역2번 출구,1,0
2023-05-19,864.순천향대학병원(한남오거리),0,2
2023-05-19,3134.SK리쳄블(상수도사업본부),2,0
2023-05-19,870.노들섬 서측 앞,2,2
2023-05-19,674.고대앞사거리 교통섬,1,0
2023-05-19,3579.광진 캠퍼스시티,2,0
2023-05-19,3552.서울숲 공영주차장앞,1,0
2023-05-19,3559.성동구민종합체육센터 앞,0,3
2023-05-19,4765. 동대문디자인플라자,2,1
2023-05-19,4615. 크라운호텔앞 버스정류소,1,0
2023-05-19,4619. 한강트럼프월드3차 앞,4,4
2023-05-19,4629. 한강초교보도육교 앞,0,1
2023-05-19,4121. 서울문화재단 앞,1,0
2023-05-19,4707. 청계3가 사거리,1,1
2023-05-19,4768. 서울도시건축전시관,0,2
2023-05-19,4776. 신세계면세점,0,1
2023-05-19,4778. 대신파이낸스센터,1,3
2023-05-19,4791. 명동역9번 출구,0,4
2023-05-19,4705. 웰니스센터(민방위교육장 앞),1,1
2023-05-19,124. 서강대 정문 건너편,2,0
2023-05-19,3966. 독산역1번출구 옆,1,0
2023-05-19,4307. 고투몰 gate 15옆,1,0
2023-05-19,3627. 압구정나들목,1,2
2023-05-19,609. 제기2교,1,0
2023-05-19,3629. 청담사거리(신한오피스텔빌딩 앞),0,1
2023-05-19,126. 서강대 후문 옆,0,2
2023-05-19,4370. 서울숲IT캐슬 앞,0,1
2023-05-19,3638. 신청담나들목,2,4
2023-05-19,4216. 망원정 앞,3,0
2023-05-19,4217. 한강공원 망원나들목,3,0
2023-05-19,249. 여의도중학교 옆,0,4
2023-05-19,4233. 코오롱아파트사거리,1,1
2023-05-19,4381. 더스페이스타워 앞,1,0
2023-05-19,4382. 페코텍글로벌허브빌딩 앞,0,2
2023-05-19,5858. 영등포역5번출구,2,0
2023-05-19,5859. 여의도 삼부아파트,1,1
2023-05-19,811. 녹사평역1번출구,1,0
2023-05-19,183. 하늘채코오롱아파트 건너편,1,1
2023-05-19,184. 7번가피자 서교망원점,0,3
2023-05-19,185. 마포 신수공원 앞,2,2
2023-05-19,556. 달맞이공원,1,0
2023-05-19,561. 서울숲역 2번출구 앞,2,0
2023-05-19,571. 세종대학교 대양AI센터,0,4
2023-05-19,631. 답십리역 1번출구,0,1
2023-05-19,642. 신답역 사거리,2,2
2023-05-19,272. 당산육갑문,1,1
2023-05-19,825. 서빙고동 주민센터 앞,2,3
2023-05-19,199. 서울 월드컵 경기장,3,1
2023-05-19,103. 망원역 2번출구 앞,2,0
2023-05-19,215. 여의도고교 앞,1,2
2023-05-19,1911. 구로디지털단지역 앞,0,1
2023-05-19,222. 시범아파트버스정류장 옆,1,0
2023-05-19,2020. 장승배기역2번출구뒷편쪽,0,1
2023-05-19,2037. 동작역 5번출구 동작주차공원,2,0
2023-05-19,207. 여의나루역 1번출구 앞,9,4
2023-05-19,2214. 신반포역 2번출구 앞,1,0
2023-05-19,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",3,0
2023-05-19,2262. 한신16차아파트 119동 앞,3,2
2023-05-19,2306. 압구정역 2번 출구 옆,0,1
2023-05-19,2307. 압구정 한양 3차 아파트,1,0
2023-05-19,2315. 봉은사역 5번출구 옆,1,2
2023-05-19,106. 합정역 7번출구 앞,0,1
2023-05-19,1308. 안암로터리 버스정류장 앞,0,1
2023-05-19,1231. 잠실역 6번출구,0,2
2023-05-19,1306. 한성대입구역2번출구,0,1
2023-05-19,1925. 동양미래대학교 정문 옆,0,1
2023-05-19,391. 시립미술관,1,1
2023-05-19,450. 효자동 삼거리,2,0
2023-05-20,510. 서울숲 남문 버스정류소 옆,2,2
2023-05-20,109. 제일빌딩 앞,1,3
2023-05-20,1643. 태릉입구역 8번출구,0,2
2023-05-20,2362. 신사동 가로수길 입구,0,2
2023-05-20,2363. 강남 을지병원 교차로,0,2
2023-05-20,2369. KT선릉타워,1,0
2023-05-20,2373. 개포동역 사거리,2,0
2023-05-20,3515. 서울숲 관리사무소,3,4
2023-05-20,115. 마스타 빌딩 앞,2,2
2023-05-20,1160. 양천향교역 7번출구앞,0,1
2023-05-20,314. 국립현대미술관,4,0
2023-05-20,829. 한강대교 북단 교차로,1,0
2023-05-20,318. 광교사거리 남측,0,2
2023-05-20,837. 한남나들목 입구,1,0
2023-05-20,393. 동대문역 8번 출구,4,2
2023-05-20,838. 숙대입구역 4번출구,0,1
2023-05-20,324. 신세계백화점 본점 앞,1,0
2023-05-20,327. 낙원상가 옆,0,2
2023-05-20,328. 탑골공원 앞,0,1
2023-05-20,839. 보광동 삼성리버빌아파트 앞,1,0
2023-05-20,841. 신용산역 1번 출구,4,0
2023-05-20,843. 이태원관광특구B(용산구청쪽),1,0
2023-05-20,1368. 성신여대입구 교차로,0,1
2023-05-20,1684. 태릉입구역 5번출구,0,1
2023-05-20,334. 종로3가역 2번출구 뒤,2,0
2023-05-20,337. 창경궁 입구,1,1
2023-05-20,1853. 서울디자인직업전문학교 앞,0,1
2023-05-20,2070. 노량진역 2번 출구 앞,3,3
2023-05-20,2505. 우성아파트사거리 (기업은행앞),0,1
2023-05-20,1295. 잠실역 8번출구,2,2
2023-05-20,452. 동대문 종합시장 버스정류장,1,0
2023-05-20,453. 종로오가 지하쇼핑센터 14번출구,0,2
2023-05-20,656. 영휘원 교차로,1,0
2023-05-20,347. 동대문역사문화공원역 9번출구 앞,0,1
2023-05-20,660. 동의보감타워,0,1
2023-05-20,287. 영등포전화국사거리 (서강어린이공원),2,0
2023-05-20,3534. 건대입구역 5번출구 뒤,0,1
2023-05-20,433. 을지로입구역 2번출구,0,2
2023-05-20,435. SK 남산빌딩,0,1
2023-05-20,288. 쌍용예가(구청별관),0,2
2023-05-20,3541. 커먼그라운드,1,0
2023-05-20,437. 대흥역 1번출구,2,0
2023-05-20,291. 문래동 하이테크 시티,2,0
2023-05-20,2701. 마곡나루역 5번출구 뒤편,0,1
2023-05-20,361. 동묘앞역 1번출구 뒤,1,1
2023-05-20,440. 하늘공원 입구,0,1
2023-05-20,362. 청계8가사거리 A,2,0
2023-05-20,468.웨스틴 조선호텔,0,2
2023-05-20,470.회현역 7번출구,0,3
2023-05-20,474.동대문역사문화공원역 1번출구 뒤편,1,0
2023-05-20,476.광희문,1,0
2023-05-20,480.약수역 6번 출구,0,1
2023-05-20,2645.잠실나들목2(엘스아파트136동),2,1
2023-05-20,3407.안국동사거리(신),1,2
2023-05-20,3410.종로3가역 8번출구,1,1
2023-05-20,3411.종묘,1,0
2023-05-20,3414.종로5가역 4번출구,1,1
2023-05-20,3415.동대문역6번출구,3,2
2023-05-20,1072.고덕역 5번출구,0,1
2023-05-20,370. 시청역(2호선) 9번출구 뒤,2,0
2023-05-20,"2419.봉은사역 1,2번 출구 ",4,4
2023-05-20,2421. 신논현역 4번출구,2,0
2023-05-20,374. 청구역 2번출구 앞,1,0
2023-05-20,2525.반포쇼핑타운 2동 앞,0,7
2023-05-20,2526.반포경남쇼핑 앞,0,2
2023-05-20,2535.신반포역 3번출구 뒤,1,0
2023-05-20,2542.신논현타워 앞,0,1
2023-05-20,296.KT플라자 영등포점,0,2
2023-05-20,3201.당산skv1센터,0,1
2023-05-20,383. 신당역 12번 출구 뒤,1,2
2023-05-20,114. 홍대입구역 8번출구 앞,0,3
2023-05-20,145. 공덕역 5번출구,2,0
2023-05-20,147. 마포역 4번출구 뒤,0,3
2023-05-20,119. 서강나루 공원,3,2
2023-05-20,154. 마포구청역 ,0,1
2023-05-20,490.가온문화공원,0,1
2023-05-20,3009.서교동사거리(신),0,3
2023-05-20,3010.홍대입구역 3번출구,4,1
2023-05-20,849. 삼각지 자이아파트,3,0
2023-05-20,852.청암자이APT(103동),0,1
2023-05-20,853.용산역 맞은편,1,1
2023-05-20,858.녹사평역3번 출구,3,0
2023-05-20,860.LG한강 자이아파트 앞,0,2
2023-05-20,870.노들섬 서측 앞,2,4
2023-05-20,1472.영성빌딩(PAT),1,0
2023-05-20,1478.홈플러스 상봉점 앞,1,0
2023-05-20,3552.서울숲 공영주차장앞,2,3
2023-05-20,518. 청계천 박물관 앞,1,0
2023-05-20,3559.성동구민종합체육센터 앞,4,1
2023-05-20,3600.사근빗물펌프장 건너편,4,4
2023-05-20,4711. 올림픽기념 국민생활관 로터리,0,1
2023-05-20,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",2,2
2023-05-20,4607. 국립중앙박물관 -용산가족공원 앞,0,1
2023-05-20,4608. 국립중앙박물관 정문 앞,1,0
2023-05-20,4616. 신용산지하차도 앞,0,2
2023-05-20,4619. 한강트럼프월드3차 앞,3,2
2023-05-20,4620. 삼각지역 14번 출구 앞(교통섬),0,2
2023-05-20,4623. 라인프랜즈이태원점 앞,4,1
2023-05-20,3903. 현대아파트 앞,3,1
2023-05-20,4362. 행당중학교 후문,2,2
2023-05-20,4708. 조계사앞사거리,1,0
2023-05-20,3784. 벽산아파트,1,1
2023-05-20,4104. 외대앞역 교차로,0,1
2023-05-20,550. 서울시설공단 앞,1,2
2023-05-20,4762. 국제빌딩,0,1
2023-05-20,4768. 서울도시건축전시관,2,3
2023-05-20,539. 군자교교차로,0,1
2023-05-20,4778. 대신파이낸스센터,0,1
2023-05-20,4791. 명동역9번 출구,5,2
2023-05-20,4208. 스타벅스(동교동) 앞,0,1
2023-05-20,4705. 웰니스센터(민방위교육장 앞),0,1
2023-05-20,4485. 잠실나루역 고가하부,2,2
2023-05-20,4859. 잠실나루 나들목,0,2
2023-05-20,4312. 반포미도2차아파트 옆,0,2
2023-05-20,4315. 이투스교육 앞,1,0
2023-05-20,3628. 역삼1동 주민센터,2,0
2023-05-20,4796. 부산은행,2,0
2023-05-20,613. 신설동역 10번출구 앞,1,0
2023-05-20,228. 선유도역 3번출구 앞,1,1
2023-05-20,126. 서강대 후문 옆,2,2
2023-05-20,3912. 삼호아파트 앞,0,2
2023-05-20,4603. 한강GS에클라트 건너편 교통섬,0,1
2023-05-20,4217. 한강공원 망원나들목,5,4
2023-05-20,247. 당산역 10번출구 앞,2,2
2023-05-20,248. 초원아파트 앞,2,0
2023-05-20,249. 여의도중학교 옆,6,4
2023-05-20,4218. 디지털매직스페이스,1,0
2023-05-20,4244. 당인리발전소 공원 앞,1,0
2023-05-20,4601.양평역2번출구 뒤,1,0
2023-05-20,4621. 남산도서관 앞,0,1
2023-05-20,4634. 이태원역 3번 출구,1,0
2023-05-20,5857. U레지던스 앞,1,0
2023-05-20,5858. 영등포역5번출구,1,2
2023-05-20,5859. 여의도 삼부아파트,2,0
2023-05-20,4841. 중화수경공원,2,0
2023-05-20,5504.아현교회,1,0
2023-05-20,805. 문배어린이공원 앞,2,0
2023-05-20,807. 서울역 12번 출구 앞,3,4
2023-05-20,808. 서빙고동 금호맨션 앞,1,0
2023-05-20,810. 이태원지하보도,1,4
2023-05-20,812. 용산전쟁기념관,1,0
2023-05-20,385. 종각역 5번출구,2,1
2023-05-20,183. 하늘채코오롱아파트 건너편,1,1
2023-05-20,134. 연세로 명물길,3,0
2023-05-20,561. 서울숲역 2번출구 앞,0,1
2023-05-20,583. 청계천 생태교실 앞,0,1
2023-05-20,631. 답십리역 1번출구,2,0
2023-05-20,102. 망원역 1번출구 앞,0,2
2023-05-20,642. 신답역 사거리,0,2
2023-05-20,260. 여의도 마리나선착장 앞,2,2
2023-05-20,263. 근로자회관 사거리,1,1
2023-05-20,272. 당산육갑문,3,1
2023-05-20,816. 신용산역 6번출구 앞,1,1
2023-05-20,817. 삼각지역 4번출구 앞,1,1
2023-05-20,820. 청파동입구 교차로,4,2
2023-05-20,825. 서빙고동 주민센터 앞,0,5
2023-05-20,202. 국민일보 앞,2,3
2023-05-20,103. 망원역 2번출구 앞,0,1
2023-05-20,589. 성수역3번출구,0,1
2023-05-20,1111. 마곡엠밸리6_7단지 마곡중학교,1,0
2023-05-20,1205. 종합운동장역 4번출구,0,1
2023-05-20,1222. 잠실새내역 5번 출구 뒤,3,3
2023-05-20,209. 유진투자증권빌딩 앞,0,1
2023-05-20,104. 합정역 1번출구 앞,1,0
2023-05-20,215. 여의도고교 앞,0,2
2023-05-20,1906. 신도림역 1번 출구 앞,0,1
2023-05-20,2020. 장승배기역2번출구뒷편쪽,1,0
2023-05-20,2025. 흑석역 1번출구,4,2
2023-05-20,2037. 동작역 5번출구 동작주차공원,2,1
2023-05-20,207. 여의나루역 1번출구 앞,9,7
2023-05-20,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",1,3
2023-05-20,2222.사당역 12번출구 뒤,1,0
2023-05-20,2310. 청담동 맥도날드 옆(위치),2,1
2023-05-20,106. 합정역 7번출구 앞,1,2
2023-05-20,2319. 포스코사거리 서측(수협 삼성동 지점),1,2
2023-05-20,1231. 잠실역 6번출구,0,1
2023-05-20,2003. 사육신공원앞,4,1
2023-05-20,1925. 동양미래대학교 정문 옆,1,1
2023-05-20,1303. 돈암초교 입구,1,0
2023-05-20,390. 충무로역 1번출구,1,0
2023-05-20,2349. 역삼빌딩 앞(하나은행 옆),1,0
2023-05-20,502. 뚝섬유원지역 1번출구 앞,2,0
2023-05-21,510. 서울숲 남문 버스정류소 옆,2,3
2023-05-21,1264. 천호역 10번 출구 앞,0,1
2023-05-21,1267. 올림픽공원 남2문 앞,1,1
2023-05-21,109. 제일빌딩 앞,1,0
2023-05-21,2276. 영동1교 (양재천근린공원),0,1
2023-05-21,2365. K+ 타워 앞,2,0
2023-05-21,302. 경복궁역 4번출구 뒤,1,1
2023-05-21,3100. 북성초교,0,2
2023-05-21,3515. 서울숲 관리사무소,4,1
2023-05-21,310. 청계광장 옆,2,1
2023-05-21,276. 영등포로터리2,1,0
2023-05-21,836. 현대자동차서비스 앞,0,1
2023-05-21,321. KEB 하나금융그룹 명동사옥 옆,0,2
2023-05-21,393. 동대문역 8번 출구,3,2
2023-05-21,395. 경희궁 자이 2단지,2,0
2023-05-21,838. 숙대입구역 4번출구,0,6
2023-05-21,322. 명동성당 앞,0,1
2023-05-21,324. 신세계백화점 본점 앞,0,4
2023-05-21,326. 안국역 5번출구 앞,0,2
2023-05-21,397. 종묘공영주차장 건너편,0,1
2023-05-21,431. 청계천 영도교,0,2
2023-05-21,840. 용산 파크타워 앞,1,0
2023-05-21,841. 신용산역 1번 출구,0,1
2023-05-21,3104. e편한세상 신촌4단지 앞,0,1
2023-05-21,111. 상수역 2번출구 앞,1,1
2023-05-21,1853. 서울디자인직업전문학교 앞,1,0
2023-05-21,2070. 노량진역 2번 출구 앞,0,1
2023-05-21,340. 혜화동 로터리,1,0
2023-05-21,342. 대학로 마로니에공원,1,0
2023-05-21,1297. 석촌호수교차로(동호 팔각정 앞),4,6
2023-05-21,343. 예일빌딩(율곡로) 앞,1,0
2023-05-21,454. 종로2가 버스정류장 (종각방향),2,2
2023-05-21,457. 종로꽃시장 입구 옆,1,0
2023-05-21,660. 동의보감타워,2,0
2023-05-21,287. 영등포전화국사거리 (서강어린이공원),3,1
2023-05-21,1084. 윤선생빌딩(JYP사옥),1,0
2023-05-21,353. 재동초교 앞 삼거리,2,2
2023-05-21,3541. 커먼그라운드,1,0
2023-05-21,354. 포르투갈 대사관 앞,2,0
2023-05-21,2613. 잠실나들목,1,1
2023-05-21,362. 청계8가사거리 A,1,0
2023-05-21,467.한국은행,2,0
2023-05-21,474.동대문역사문화공원역 1번출구 뒤편,7,5
2023-05-21,479.동대입구역 3번 출구,0,2
2023-05-21,113. 홍대입구역 2번출구 앞,4,1
2023-05-21,3407.안국동사거리(신),2,1
2023-05-21,3408.종로타워빌딩,2,2
2023-05-21,3410.종로3가역 8번출구,3,2
2023-05-21,3416.동묘앞역 6번출구,0,2
2023-05-21,3421.혜화역 1번출구,1,1
2023-05-21,371. 동대입구역 6번출구 뒤,5,5
2023-05-21,2647.잠실 자전거 수리센터 앞,0,4
2023-05-21,2418.봉은사역 7번 출구 ,1,1
2023-05-21,2421. 신논현역 4번출구,0,1
2023-05-21,2524.반포쇼핑타운 8동 앞,0,2
2023-05-21,2525.반포쇼핑타운 2동 앞,1,4
2023-05-21,2526.반포경남쇼핑 앞,1,1
2023-05-21,2527.반포중학교 앞(세화여고 맞은편),0,7
2023-05-21,1867.대륭포스트타워6차 앞,0,1
2023-05-21,3201.당산skv1센터,0,1
2023-05-21,779. 신정1동 주민센터 앞,1,1
2023-05-21,147. 마포역 4번출구 뒤,0,2
2023-05-21,497.합정동주민센터 앞,0,3
2023-05-21,3007.MBC 앞,0,2
2023-05-21,3010.홍대입구역 3번출구,2,1
2023-05-21,849. 삼각지 자이아파트,1,1
2023-05-21,851.효창 푸르지오 앞,1,1
2023-05-21,857. 현대 안성타워,0,1
2023-05-21,863.이촌역2번 출구,1,0
2023-05-21,864.순천향대학병원(한남오거리),1,1
2023-05-21,3125.연희파크푸르지오아파트 앞,0,1
2023-05-21,870.노들섬 서측 앞,2,2
2023-05-21,175. 홍연2교옆,1,0
2023-05-21,3552.서울숲 공영주차장앞,1,2
2023-05-21,2095.경문고등학교 앞,0,1
2023-05-21,797.목동아파트 1422동 1434동 사잇길,1,1
2023-05-21,4711. 올림픽기념 국민생활관 로터리,0,2
2023-05-21,4765. 동대문디자인플라자,2,0
2023-05-21,4622. 한강중학교 앞 버스정류장,1,0
2023-05-21,4762. 국제빌딩,1,0
2023-05-21,4768. 서울도시건축전시관,1,2
2023-05-21,4481. 올림픽공원 북2문 2,0,1
2023-05-21,4483. 잠실나들목4,1,1
2023-05-21,4792. 퇴계로4가 교차로(중구청),1,2
2023-05-21,4303. 매헌역 2번출구앞광역버스 정류장앞(22-297),1,0
2023-05-21,4313. 반포종합운동장,0,3
2023-05-21,3604. 삼성중앙역 5번출구,1,0
2023-05-21,3606. 신사동주민센터 옆,1,0
2023-05-21,609. 제기2교,1,0
2023-05-21,4796. 부산은행,2,0
2023-05-21,126. 서강대 후문 옆,1,1
2023-05-21,4561. 양평역 1번출구,1,0
2023-05-21,4564. 63스퀘어,3,2
2023-05-21,3638. 신청담나들목,1,1
2023-05-21,4603. 한강GS에클라트 건너편 교통섬,0,1
2023-05-21,4217. 한강공원 망원나들목,6,6
2023-05-21,248. 초원아파트 앞,5,1
2023-05-21,249. 여의도중학교 옆,0,1
2023-05-21,4233. 코오롱아파트사거리,0,1
2023-05-21,4244. 당인리발전소 공원 앞,1,1
2023-05-21,4601.양평역2번출구 뒤,0,1
2023-05-21,4903. 신사스퀘어,1,0
2023-05-21,4905. 강남경찰서,0,1
2023-05-21,129. 신촌역(2호선) 6번출구 옆,0,1
2023-05-21,4914. 도심공항타워 앞,1,0
2023-05-21,5087. 연세강서빌딩,0,2
2023-05-21,5858. 영등포역5번출구,2,2
2023-05-21,5859. 여의도 삼부아파트,1,0
2023-05-21,4916. 청담역 1번출구,3,0
2023-05-21,130. 신촌역(2호선) 7번출구 앞,0,2
2023-05-21,4389. 서울숲역3번출구,0,1
2023-05-21,805. 문배어린이공원 앞,1,0
2023-05-21,809. 한남 유수지 복개주차장,1,0
2023-05-21,810. 이태원지하보도,4,0
2023-05-21,811. 녹사평역1번출구,2,0
2023-05-21,812. 용산전쟁기념관,1,2
2023-05-21,387. 훈련원공원주차장 앞,0,1
